0,0.01_10_15_0_put,0.01_10_15_0_call,0.03_10_15_0_put,0.03_10_15_0_call,0.05_10_15_0_put,0.05_10_15_0_call,0.1_10_15_0_put,0.1_10_15_0_call,0.15_10_15_0_put,0.15_10_15_0_call,0.2_10_15_0_put,0.2_10_15_0_call,0.25_10_15_0_put,0.25_10_15_0_call,0.3_10_15_0_put,0.3_10_15_0_call,0.35_10_15_0_put,0.35_10_15_0_call,0.4_10_15_0_put,0.4_10_15_0_call,0.45_10_15_0_put,0.45_10_15_0_call,0.5_10_15_0_put,0.5_10_15_0_call,0.01_10_16_0_put,0.01_10_16_0_call,0.03_10_16_0_put,0.03_10_16_0_call,0.05_10_16_0_put,0.05_10_16_0_call,0.1_10_16_0_put,0.1_10_16_0_call,0.15_10_16_0_put,0.15_10_16_0_call,0.2_10_16_0_put,0.2_10_16_0_call,0.25_10_16_0_put,0.25_10_16_0_call,0.3_10_16_0_put,0.3_10_16_0_call,0.35_10_16_0_put,0.35_10_16_0_call,0.4_10_16_0_put,0.4_10_16_0_call,0.45_10_16_0_put,0.45_10_16_0_call,0.5_10_16_0_put,0.5_10_16_0_call,0.01_11_15_0_put,0.01_11_15_0_call,0.03_11_15_0_put,0.03_11_15_0_call,0.05_11_15_0_put,0.05_11_15_0_call,0.1_11_15_0_put,0.1_11_15_0_call,0.15_11_15_0_put,0.15_11_15_0_call,0.2_11_15_0_put,0.2_11_15_0_call,0.25_11_15_0_put,0.25_11_15_0_call,0.3_11_15_0_put,0.3_11_15_0_call,0.35_11_15_0_put,0.35_11_15_0_call,0.4_11_15_0_put,0.4_11_15_0_call,0.45_11_15_0_put,0.45_11_15_0_call,0.5_11_15_0_put,0.5_11_15_0_call,0.01_11_16_0_put,0.01_11_16_0_call,0.03_11_16_0_put,0.03_11_16_0_call,0.05_11_16_0_put,0.05_11_16_0_call,0.1_11_16_0_put,0.1_11_16_0_call,0.15_11_16_0_put,0.15_11_16_0_call,0.2_11_16_0_put,0.2_11_16_0_call,0.25_11_16_0_put,0.25_11_16_0_call,0.3_11_16_0_put,0.3_11_16_0_call,0.35_11_16_0_put,0.35_11_16_0_call,0.4_11_16_0_put,0.4_11_16_0_call,0.45_11_16_0_put,0.45_11_16_0_call,0.5_11_16_0_put,0.5_11_16_0_call,0.01_13_15_0_put,0.01_13_15_0_call,0.03_13_15_0_put,0.03_13_15_0_call,0.05_13_15_0_put,0.05_13_15_0_call,0.1_13_15_0_put,0.1_13_15_0_call,0.15_13_15_0_put,0.15_13_15_0_call,0.2_13_15_0_put,0.2_13_15_0_call,0.25_13_15_0_put,0.25_13_15_0_call,0.3_13_15_0_put,0.3_13_15_0_call,0.35_13_15_0_put,0.35_13_15_0_call,0.4_13_15_0_put,0.4_13_15_0_call,0.45_13_15_0_put,0.45_13_15_0_call,0.5_13_15_0_put,0.5_13_15_0_call,0.01_13_16_0_put,0.01_13_16_0_call,0.03_13_16_0_put,0.03_13_16_0_call,0.05_13_16_0_put,0.05_13_16_0_call,0.1_13_16_0_put,0.1_13_16_0_call,0.15_13_16_0_put,0.15_13_16_0_call,0.2_13_16_0_put,0.2_13_16_0_call,0.25_13_16_0_put,0.25_13_16_0_call,0.3_13_16_0_put,0.3_13_16_0_call,0.35_13_16_0_put,0.35_13_16_0_call,0.4_13_16_0_put,0.4_13_16_0_call,0.45_13_16_0_put,0.45_13_16_0_call,0.5_13_16_0_put,0.5_13_16_0_call,0.01_15_15_1_put,0.01_15_15_1_call,0.03_15_15_1_put,0.03_15_15_1_call,0.05_15_15_1_put,0.05_15_15_1_call,0.1_15_15_1_put,0.1_15_15_1_call,0.15_15_15_1_put,0.15_15_15_1_call,0.2_15_15_1_put,0.2_15_15_1_call,0.25_15_15_1_put,0.25_15_15_1_call,0.3_15_15_1_put,0.3_15_15_1_call,0.35_15_15_1_put,0.35_15_15_1_call,0.4_15_15_1_put,0.4_15_15_1_call,0.45_15_15_1_put,0.45_15_15_1_call,0.5_15_15_1_put,0.5_15_15_1_call,0.01_15_16_1_put,0.01_15_16_1_call,0.03_15_16_1_put,0.03_15_16_1_call,0.05_15_16_1_put,0.05_15_16_1_call,0.1_15_16_1_put,0.1_15_16_1_call,0.15_15_16_1_put,0.15_15_16_1_call,0.2_15_16_1_put,0.2_15_16_1_call,0.25_15_16_1_put,0.25_15_16_1_call,0.3_15_16_1_put,0.3_15_16_1_call,0.35_15_16_1_put,0.35_15_16_1_call,0.4_15_16_1_put,0.4_15_16_1_call,0.45_15_16_1_put,0.45_15_16_1_call,0.5_15_16_1_put,0.5_15_16_1_call,0.01_12_12_1_put,0.01_12_12_1_call,0.03_12_12_1_put,0.03_12_12_1_call,0.05_12_12_1_put,0.05_12_12_1_call,0.1_12_12_1_put,0.1_12_12_1_call,0.15_12_12_1_put,0.15_12_12_1_call,0.2_12_12_1_put,0.2_12_12_1_call,0.25_12_12_1_put,0.25_12_12_1_call,0.3_12_12_1_put,0.3_12_12_1_call,0.35_12_12_1_put,0.35_12_12_1_call,0.4_12_12_1_put,0.4_12_12_1_call,0.45_12_12_1_put,0.45_12_12_1_call,0.5_12_12_1_put,0.5_12_12_1_call,0.01_15_16_7_put,0.01_15_16_7_call,0.03_15_16_7_put,0.03_15_16_7_call,0.05_15_16_7_put,0.05_15_16_7_call,0.1_15_16_7_put,0.1_15_16_7_call,0.15_15_16_7_put,0.15_15_16_7_call,0.2_15_16_7_put,0.2_15_16_7_call,0.25_15_16_7_put,0.25_15_16_7_call,0.3_15_16_7_put,0.3_15_16_7_call,0.35_15_16_7_put,0.35_15_16_7_call,0.4_15_16_7_put,0.4_15_16_7_call,0.45_15_16_7_put,0.45_15_16_7_call,0.5_15_16_7_put,0.5_15_16_7_call,0.01_15_16_14_put,0.01_15_16_14_call,0.03_15_16_14_put,0.03_15_16_14_call,0.05_15_16_14_put,0.05_15_16_14_call,0.1_15_16_14_put,0.1_15_16_14_call,0.15_15_16_14_put,0.15_15_16_14_call,0.2_15_16_14_put,0.2_15_16_14_call,0.25_15_16_14_put,0.25_15_16_14_call,0.3_15_16_14_put,0.3_15_16_14_call,0.35_15_16_14_put,0.35_15_16_14_call,0.4_15_16_14_put,0.4_15_16_14_call,0.45_15_16_14_put,0.45_15_16_14_call,0.5_15_16_14_put,0.5_15_16_14_call,0.01_15_16_28_put,0.01_15_16_28_call,0.03_15_16_28_put,0.03_15_16_28_call,0.05_15_16_28_put,0.05_15_16_28_call,0.1_15_16_28_put,0.1_15_16_28_call,0.15_15_16_28_put,0.15_15_16_28_call,0.2_15_16_28_put,0.2_15_16_28_call,0.25_15_16_28_put,0.25_15_16_28_call,0.3_15_16_28_put,0.3_15_16_28_call,0.35_15_16_28_put,0.35_15_16_28_call,0.4_15_16_28_put,0.4_15_16_28_call,0.45_15_16_28_put,0.45_15_16_28_call,0.5_15_16_28_put,0.5_15_16_28_call,0.01_15_16_42_put,0.01_15_16_42_call,0.03_15_16_42_put,0.03_15_16_42_call,0.05_15_16_42_put,0.05_15_16_42_call,0.1_15_16_42_put,0.1_15_16_42_call,0.15_15_16_42_put,0.15_15_16_42_call,0.2_15_16_42_put,0.2_15_16_42_call,0.25_15_16_42_put,0.25_15_16_42_call,0.3_15_16_42_put,0.3_15_16_42_call,0.35_15_16_42_put,0.35_15_16_42_call,0.4_15_16_42_put,0.4_15_16_42_call,0.45_15_16_42_put,0.45_15_16_42_call,0.5_15_16_42_put,0.5_15_16_42_call
2020-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-04,0,0,0,0,0,0,0.095,0.285,0.095,0.285,0,0,0.285,1.425,0.665,1.425,0.665,1.615,1.045,1.995,1.045,1.995,1.045,2.185,0,0,0,0,0,0,0.095,0.475,0.095,0.855,0.095,1.995,0.285,2.565,0.665,2.755,0.665,2.565,1.045,2.945,1.045,3.325,1.045,2.565,0,0,0,0,0,0,0.095,0.095,0.095,0.475,0,0,0.475,1.235,0.665,1.425,0.665,1.425,0.855,1.805,1.045,1.805,1.235,1.805,0,0,0,0,0,0.19,0.095,0.665,0.095,1.805,0.285,2.185,0.475,2.565,0.665,2.375,0.665,2.375,0.855,2.755,1.045,3.135,1.235,3.135,0,0,0,0,0,0,0.095,0.285,0.285,0.475,0,0,0,0,0,0,0.855,1.045,0.855,1.425,1.045,1.425,1.045,1.425,0,0,0,0.19,0,0.38,0.095,1.615,0.285,1.615,0.475,1.615,0.475,2.185,0.665,1.995,0.855,1.995,0.855,2.375,1.045,2.375,1.045,2.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0.095,0.095,0.095,0.095,0.475,0.19,0.95,0.285,1.805,0.285,2.47,0.38,1.9,0.38,1.995,0.57,1.615,0.57,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0.095,0.19,0.095,0,0.19,0,0.19,0.19,0.095,0.19,0.095,0,0,0,0,0,0,0,0,0,0.0475,0,0,0,0.0475,0,0,0.095,0.0475,0,0,0.095,0.095,0,0.0475,0,0,0,0,0,0,0,0,0,0.095,0,0,0,0.095,0,0,0,0.095,0,0,0.095,0,0,0.095
2020-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0.095,0,0.095,0,0.38,0,0.285,0,0.38,0.19,0.57,0.285,0.475,0.285,0.665,0.285,0.57,0.475,0.665,0.38,0,0,0.095,0,0.095,0,0.095,0,0.38,0,0.285,0,0.38,0.19,0.57,0.285,0.475,0.285,0.665,0.285,0.57,0.475,0.665,0.38,0,0,0,0,0.095,0,0.095,0,0.19,0,0.38,0.19,0.285,0.19,0.38,0.285,0.57,0.475,0.475,0.475,0.57,0.76,0.76,0.57,0,0,0,0,0,0.095,0,0.095,0,0.19,0.095,0.19,0.095,0.285,0.095,0.19,0.095,0.285,0.19,0.19,0.095,0.19,0.19,0.19,0,0,0,0,0,0,0,0,0,0,0,0.095,0.095,0.285,0.095,0.285,0.19,0.285,0.19,0.285,0.19,0.38,0.19,0.38,0,0,0,0,0,0,0,0,0,0.0475,0.0475,0,0,0.095,0.0475,0.0475,0.095,0.095,0.095,0.095,0.095,0.19,0.0475,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,0,0.095,0,0.095,0.095,0,0,0.095
2020-05-06,0,0,0,0,0,0,0.19,0.095,0.285,0.285,0,0,1.045,0.665,1.425,1.235,1.425,1.995,1.425,1.995,2.185,1.995,2.185,2.185,0,0,0,0,0.19,0,0.19,0.095,0.285,0.285,0.665,0.475,1.805,0.665,2.755,1.235,2.565,1.995,2.565,1.995,3.325,1.995,3.515,2.185,0,0,0,0,0,0,0.285,0.095,0.665,0.285,0,0,1.045,0.285,1.615,0.475,1.805,1.045,1.805,1.045,1.805,1.995,1.805,1.995,0,0,0,0,0.19,0,0.285,0.095,1.425,0.285,2.375,0.285,2.185,0.285,2.755,0.475,3.135,1.045,3.135,1.045,2.755,1.995,2.755,1.995,0,0,0,0,0,0,0.095,0.095,0.095,0.285,0,0,0,0,0,0,1.235,1.235,1.235,1.425,1.425,1.425,1.425,1.425,0,0,0,0,0,0,0.095,0.095,0.475,0.285,1.045,0.285,1.995,0.475,1.995,1.235,2.375,1.235,2.375,1.425,2.755,1.425,2.755,1.425,0,0,0.095,0,0.095,0,0.38,0.095,1.045,0.095,1.52,0.095,2.185,0.095,2.185,0.19,2.09,0.19,1.9,0.19,1.805,0.38,1.52,0.475,0,0,0.095,0,0.095,0,0.38,0.095,1.805,0.095,2.66,0.095,3.325,0.095,3.135,0.19,3.04,0.19,2.85,0.19,2.755,0.38,2.09,0.475,0,0,0,0,0.095,0,0.19,0.095,0.855,0.095,1.045,0.095,1.14,0.095,1.615,0.19,1.805,0.19,1.71,0.38,1.425,0.475,1.425,0.665,0,0,0,0,0,0,0,0.095,0,0.095,0,0.19,0,0.095,0,0.095,0,0.095,0.095,0.095,0,0.095,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0.095,0,0.095,0,0.285,0,0.285,0.285,0.38,0.095,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475,0,0,0,0,0,0,0,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0.095,0,0.095,0.095,0.19,0.095,0.19,0.19,0.285,0.19,0.285,0.285,0.38,0.38,0.475,0.38,0,0,0,0,0,0,0.095,0,0.095,0,0.095,0.095,0.19,0.095,0.19,0.19,0.285,0.19,0.285,0.285,0.38,0.38,0.475,0.38,0,0,0,0,0,0,0,0.095,0.095,0,0.19,0.19,0.19,0.095,0.285,0.285,0.38,0.285,0.475,0.38,0.475,0.38,0.57,0.475,0,0,0,0,0,0,0,0.095,0,0.19,0,0.285,0,0.285,0.095,0.285,0.095,0.19,0.095,0.19,0.095,0.095,0.095,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0.285,0,0.38,0.095,0.38,0.19,0.19,0.19,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475,0.0475,0,0.0475,0,0,0,0.095,0.095,0.0475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,0,0.095,0,0,0,0,0
2020-05-08,0,0,0,0,0,0,0,0.19,0.095,0.285,0,0,0.285,0.665,0.475,1.235,0.475,1.425,0.855,1.425,1.045,1.425,1.045,1.425,0,0,0,0,0,0,0,0.19,0.095,0.475,0.285,0.475,0.285,1.235,0.475,2.185,0.475,2.185,0.855,2.185,1.045,2.375,1.045,2.375,0,0,0,0,0,0,0.095,0.19,0.095,0.285,0,0,0.285,1.045,0.475,1.045,0.855,1.235,0.855,1.235,1.045,1.425,1.045,1.425,0,0,0,0,0,0.19,0.095,0.19,0.095,0.475,0.285,1.045,0.285,1.995,0.475,1.995,0.855,1.995,0.855,1.995,1.045,2.375,1.045,2.375,0,0,0,0,0.19,0,0.285,0.19,0.475,0.095,0,0,0,0,0,0,0.855,0.475,1.235,0.475,1.235,1.045,1.425,1.045,0,0,0,0,0.19,0,0.285,0.19,0.475,0.095,0.665,0.475,0.665,0.475,0.855,1.045,0.855,1.045,1.425,1.045,1.425,1.995,1.805,1.995,0,0,0,0,0,0,0.095,0.095,0.19,0.855,0.19,1.14,0.285,1.52,0.285,1.235,0.38,1.235,0.38,1.33,0.475,1.425,0.57,1.425,0,0,0,0,0,0,0.095,0.095,0.19,1.425,0.19,2.09,0.285,2.47,0.285,2.185,0.38,1.615,0.38,1.71,0.475,1.615,0.57,1.425,0,0,0,0,0,0,0.095,0.095,0.19,0.095,0.285,0.095,0.285,0.76,0.38,0.76,0.475,1.14,0.57,1.045,0.57,1.235,0.665,1.33,0,0,0,0,0,0,0,0.095,0,0.19,0,0.285,0,0.38,0,0.285,0,0.285,0.095,0.19,0.095,0.38,0.19,0.19,0,0,0,0.095,0,0.095,0.095,0.19,0.095,0.095,0.19,0.19,0.19,1.425,0.285,2.375,0.285,1.9,0.38,1.615,0.38,1.52,0.57,1.425,0,0,0,0,0,0,0,0,0,0,0.0475,0.0475,0.095,0.0475,0.0475,0.0475,0.0475,0.095,0.095,0.095,0,0.095,0.0475,0.095,0,0,0,0,0,0,0,0.0475,0,0,0.095,0,0,0,0,0.095,0.095,0.095,0,0,0.095,0.095,0.095,0.095
2020-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,0,0,0,0,0,0,0.095,1.805,0.095,1.995,0,0,0.285,1.805,0.285,1.805,0.475,1.805,0.665,1.995,0.665,1.805,0.855,1.805,0,0,0,0.76,0,1.14,0.095,2.185,0.095,2.185,0.285,2.185,0.285,2.185,0.285,2.185,0.475,2.185,0.665,2.185,0.665,1.995,0.855,1.995,0,0,0,0,0,0,0.095,1.805,0.095,1.995,0,0,0.285,1.805,0.285,1.805,0.475,1.805,0.665,1.805,0.665,1.995,0.855,1.995,0,0,0,0.38,0,1.14,0.095,2.185,0.095,2.185,0.095,2.185,0.285,2.185,0.285,2.185,0.475,2.185,0.665,2.185,0.665,2.185,0.855,2.185,0,0,0,0,0,0,0.19,0.285,0.095,0.665,0,0,0,0,0,0,1.045,1.425,1.045,1.425,1.045,1.805,1.615,1.805,0,0,0,0,0,0,0.19,0.285,0.095,0.665,0.475,1.045,0.855,1.045,0.855,1.615,1.045,1.615,1.045,1.615,1.045,2.185,2.375,2.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0.095,0.855,0.095,2.47,0.19,2.185,0.19,1.805,0.285,1.52,0.38,1.235,0.38,1.52,0.475,1.33,0.475,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,0.19,0,0,0,0.095,0,0,0.095,0,0,0,0,0,0,0,0,0,0,0,0.0475,0,0.0475,0,0.095,0,0.0475,0,0,0.095,0,0.0475,0.0475,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,0,0,0,0,0.095,0,0,0,0
2020-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0.285,0,0.38,0,0.38,0,0.475,0.19,0.475,0.19,0.57,0.19,0.57,0.38,0.665,0.57,0.665,0.57,0.665,0.665,0,0,0.19,0,0.285,0,0.38,0,0.38,0,0.475,0.19,0.475,0.19,0.57,0.19,0.57,0.38,0.665,0.57,0.665,0.57,0.665,0.665,0.095,0,0.19,0,0.285,0,0.38,0,0.475,0,0.475,0.19,0.57,0.19,0.665,0.38,0.665,0.38,0.855,0.57,0.855,0.57,0.76,0.76,0,0,0,0,0.095,0,0.095,0,0.19,0,0.19,0.095,0.285,0.095,0.285,0.19,0.19,0.095,0.285,0.19,0.19,0.19,0.285,0.19,0,0,0,0,0.095,0,0,0,0.095,0,0.095,0,0.095,0.095,0.095,0.095,0.19,0.095,0.095,0.095,0.285,0.095,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0.1425,0.095,0.1425,0.095,0.0475,0,0.095,0.095,0.095,0.095,0.0475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0.095,0,0.095,0,0,0,0.095
2020-05-13,0,0,0,0,0,0,1.805,0.285,2.565,0.475,0,0,2.375,0.855,2.375,0.855,2.185,1.045,2.185,1.235,1.995,1.235,1.995,1.425,0,0,0.38,0,1.33,0.19,3.135,0.285,3.705,0.475,3.895,0.855,2.945,0.855,3.135,0.855,2.945,1.045,2.755,1.235,2.375,1.235,2.375,1.425,0,0,0,0,0,0,2.185,0.095,2.375,0.095,0,0,2.185,0.475,2.375,0.475,1.995,0.665,1.805,0.665,1.805,0.855,1.805,1.045,0.19,0,1.52,0,2.09,0,3.325,0.095,3.705,0.095,3.705,0.285,2.755,0.475,3.135,0.475,2.755,0.665,2.375,0.665,2.375,0.855,2.185,1.045,0,0,0,0,0.19,0,0.665,0.095,0.855,0.095,0,0,0,0,0,0,1.805,0.665,1.995,1.045,1.995,1.045,1.995,1.235,0,0,0,0,0.19,0,1.045,0.095,1.615,0.095,2.185,0.285,2.755,0.665,2.755,0.665,2.945,0.665,3.135,1.615,3.135,1.615,3.325,2.565,0.76,0,2.66,0,2.375,0,2.28,0.095,1.995,0.095,1.52,0.095,1.52,0.095,1.425,0.095,1.425,0.095,1.14,0.095,1.14,0.095,1.14,0.19,1.33,0,3.99,0,3.135,0,2.66,0.095,1.995,0.095,1.52,0.095,1.52,0.095,1.425,0.095,1.425,0.095,1.14,0.095,1.14,0.095,1.14,0.19,0.475,0,1.71,0,1.995,0,1.995,0.095,1.52,0.095,1.52,0.095,1.425,0.095,1.14,0.095,1.14,0.095,1.14,0.095,1.14,0.095,1.045,0.095,0,0,0,0,0.285,0,0.38,0,0.285,0,0.285,0,0.285,0,0.285,0,0.665,0.095,0.475,0.095,0.285,0.095,0.665,0.19,0,0,0,0,0.095,0,0.095,0,0.095,0,0.095,0.095,0.19,0.095,0.19,0.095,0.38,0.19,0.19,0.19,0.19,0.19,0.19,0.38,0,0,0,0,0,0,0,0,0,0.0475,0,0.095,0.095,0.095,0.095,0.1425,0.095,0.2375,0.19,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0,0,0,0,0,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.19,0.19,0.19,0.19,0.095
